,iso_code,new_cases,new_deaths,population,human_development_index,hospital_beds_per_thousand,life_expectancy,median_age,diabetes_prevalence,cardiovasc_death_rate,population_density,gdp_per_capita,range_idh,group_idh,location
79,KEN,-0.14631013505540766,5651.0,54985702.0,-0.9551506491489187,-0.6635141167286799,-1.0262890098811903,-1.2741647062591803,-1.2749703722820236,-0.33175139641688095,-0.17155198718091955,-0.8455766315043538,"(-1.089, 0.212]",1,Kenya
80,KGZ,-0.14924270861962993,3434.0,6628347.0,-0.2895896540068744,0.6559216113967301,-0.31491901050963095,-0.5569697775362685,-0.23707605428505243,1.4620778308553488,-0.2553518265852947,-0.8253109655385477,"(-1.089, 0.212]",1,Kyrgyzstan
81,KHM,-0.15075861946248492,3056.0,16946446.0,-1.003681138378026,-0.9188887737852108,-0.5590312418729254,-0.6366581029499253,-1.0074462998627567,0.09877585709608423,-0.16645002754523647,-0.8125782612679769,"(-1.089, 0.212]",1,Cambodia
82,KIR,-0.1538750526307185,13.0,121388.0,-0.7540957651997592,-0.45070190251490405,-0.7761862943126628,-0.9098752186538919,3.6147751736034683,1.4480303910459598,-0.08564004620693366,-0.8967863984345648,"(-1.089, 0.212]",1,Kiribati
83,KOR,0.2724952051410938,24341.0,51305184.0,1.2287213661609149,3.9630234202788057,1.419326166905665,1.389702171854491,-0.3138653713683607,-1.4245598239110193,0.49993630426062685,0.8217127837074506,"(0.212, 1.513]",3,South Korea
84,KWT,-0.1390778087546056,2555.0,4328553.0,0.46609939256065586,-0.4081394596721489,0.2901198942190204,0.28544966255096116,1.9254101977706892,-1.0436146775962363,0.04911233871079252,2.3193051945785452,"(0.212, 1.513]",3,Kuwait
85,LAO,-0.1490287560859085,757.0,7379358.0,-0.871955524756163,-0.6209516738859246,-0.8435792416215478,-0.7732666608019092,-1.0074462998627567,0.8997600511306635,-0.2593413517723372,-0.6732910920091294,"(-1.089, 0.212]",1,Laos
86,LBN,-0.12818447264161656,10440.0,6769151.0,0.03625791653141846,-0.025077474087352468,0.805301535869162,-0.010535546128335866,1.1500858027037397,0.06334005731885223,0.6014177558671618,-0.32054478852953044,"(-1.089, 0.212]",1,Lebanon
87,LBR,-0.15377212778552302,294.0,5180208.0,-1.7940348201092038,-0.9188887737852108,-1.4156704832214135,-1.3652370781605023,-1.398824109513166,0.11209826775402075,-0.22975973873533603,-0.9589501088851677,"(-2.394, -1.089]",2,Liberia
88,LBY,-0.1421926026192752,6433.0,6958538.0,-0.10240062412317426,0.31542206865468914,-0.09626633701858418,-0.24960052236930655,0.5853127609297313,0.6834953898071197,-0.2991025019558028,-0.09210429644731549,"(-1.089, 0.212]",1,Libya
89,LCA,-0.15333340331455786,371.0,184401.0,0.140251822022363,-0.706076559571435,0.39645098886192837,0.42205822040294383,0.8800846555398494,-0.4472370056885532,0.1421590989841417,-0.34158374072108855,"(-1.089, 0.212]",1,Saint Lucia
90,LKA,-0.13840166629033177,16518.0,21497306.0,0.2997091437751446,0.27285962581193374,0.513265430863993,0.33098584850162205,0.6472396295453019,-0.5092517150406173,0.2164758156845576,-0.40650142301939945,"(0.212, 1.513]",3,Sri Lanka
91,LTU,-0.12904435761678995,9182.0,2689862.0,0.9930018470481066,1.5327079339574867,0.3560152204765982,1.4010862183421566,-1.0891897664353105,0.692780706326287,-0.23584307889831302,0.4971092405024475,"(0.212, 1.513]",3,Lithuania
92,LUX,-0.14801960081192372,1086.0,634814.0,1.2287213661609149,0.6601778556810055,1.3025117249035982,0.968492451810877,-0.9034091605885973,-1.0762409894115907,0.04807457451966347,3.7741474784921345,"(0.212, 1.513]",3,Luxembourg
93,LVA,-0.1345104514205176,5844.0,1866934.0,0.8820750145244332,1.1113397498142101,0.26016747319285116,1.4466224042928175,-0.7820324981020779,0.7510384464390066,-0.25706009921122086,0.27137752755854283,"(0.212, 1.513]",3,Latvia
94,MAR,-0.12648109572690952,16082.0,37344787.0,-0.3658518513668996,-0.7912014452569452,0.46833679932473915,-0.18129624344331483,-0.22964483005118408,1.3202357641348585,-0.18259099423016933,-0.6182474347252337,"(-1.089, 0.212]",1,Morocco
95,MDA,-0.1417900833384516,10966.0,4024025.0,0.07785547872779627,1.2092333683525471,-0.24752606320074594,0.7294274755699063,-0.5813894437876277,1.2325401926796484,-0.11618780094316511,-0.7343942667171368,"(-1.089, 0.212]",1,Moldova
96,MDG,-0.15243953791836543,1396.0,28427333.0,-1.4612543225381813,-1.1742634308417417,-0.9753698941366992,-1.3197008922098412,-1.0223087483304938,1.2118768618632576,-0.23764735614103963,-0.9253641828188839,"(-2.394, -1.089]",2,Madagascar
97,MEX,-0.01804973618555369,318010.0,130262220.0,0.2789103626769557,-0.6720266052972309,0.22422456796144472,-0.2154483829063107,1.236783418765539,-0.87432037073212,-0.20337066017765268,-0.11968753757846153,"(0.212, 1.513]",3,Mexico
98,MKD,-0.14663200060088352,9313.0,2082661.0,0.24424572751330675,0.5622842371426688,0.33654614680958567,0.9001881728848852,0.4986151448679314,0.5255214244668152,-0.1787508095581498,-0.33351813259090285,"(0.212, 1.513]",3,North Macedonia
99,MLI,-0.15322090025282428,735.0,20855724.0,-2.1129494636147665,-1.2168258736844968,-2.1330309667982066,-1.68399037981513,-1.398824109513166,0.07514649793284277,-0.28146660623783376,-0.8951075373577914,"(-2.394, -1.089]",2,Mali
100,MLT,-0.15170890031990053,725.0,516100.0,1.0831298984735918,0.649537244970317,1.3444451143402376,1.2758617069778377,0.18898080179007648,-0.74309009431925,1.9111584547436093,0.8508096516531265,"(0.212, 1.513]",3,Malta
101,MMR,-0.13958435355587476,19435.0,54806014.0,-1.0799433357380521,-0.8763263309424557,-0.9618913046749239,-0.23821647588164113,-0.8563447404407631,-0.4679662482459853,-0.18009030254493755,-0.7140689342290687,"(-1.089, 0.212]",1,Myanmar
102,MNE,-0.14838221476027563,2722.0,628051.0,0.6255567143134367,0.38394760163152475,0.49828922035090834,0.9001881728848852,0.49861514486793185,1.057898795823571,-0.23409823308503427,-0.16661007004436723,"(0.212, 1.513]",3,Montenegro
103,MNG,-0.13228214608600256,2179.0,3329282.0,-0.01227257269768899,1.719982682465609,-0.5515431366163809,-0.29513670831996747,-0.8043261708036835,1.6571848233046937,-0.30160624140664727,-0.397808582593273,"(-1.089, 0.212]",1,Mongolia
104,MOZ,-0.14865124789374673,2240.0,32163045.0,-1.9604250688947147,-0.9614512166279658,-1.9023973248966897,-1.5359977754754814,-1.1808415319863557,0.5852868956558508,-0.24713047884499892,-0.9395514040668328,"(-2.394, -1.089]",2,Mozambique
