"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y_rep[85]",5413.70825,1.18758919057123,73.5020868488119,5271,5365,5414,5463,5559,3830.60055487492,0.999782880084999
"y_rep[86]",2344.8645,0.771320485550835,49.5113066089003,2249,2311,2345,2379,2442,4120.39681866378,0.999311759476056
"y_rep[87]",380.95925,0.320173021885273,19.3968334715922,343,368,381,394,419,3670.2209041515,0.999056575038261
"y_rep[88]",396.277,0.324412329435453,19.8465423263242,359,382,396,410,437,3742.61373088331,0.999690370657795
"y_rep[89]",933.806,0.505227763772225,30.7620698301506,874,913,934,955,994,3707.29111827643,1.00030873665482
"y_rep[90]",216.44425,0.23402916863647,14.5925881133013,188.975,207,216,226,245,3887.98579053027,1.00043821718495
"y_rep[91]",28397.03625,2.68833437955941,176.243592470504,28053,28278,28396,28513,28744.05,4297.93755542436,0.99987457149504
"y_rep[92]",8171.78325,1.47669257831446,91.4951835431265,7997.975,8110,8171,8233,8354,3838.9838140147,1.00000871287374
"y_rep[93]",1284.81825,0.551500092643585,35.2339974397086,1216,1260,1285,1309,1353,4081.62082804704,1.00014191287357
"y_rep[94]",5976.168,1.24374433295756,78.3631544285514,5824,5923,5976,6030,6131,3969.73566998557,1.00032867896488
"y_rep[95]",14832.084,2.0458160309493,129.730194730665,14585,14747,14830,14920.25,15090,4021.13806854632,0.999791486529696
"y_rep[96]",62.73675,0.125061556354107,7.98046811943706,48,57,62,68,79,4072.01225079905,0.999992757148062
"y_rep[97]",1758.204,0.725118426020796,45.2838441459552,1668.975,1728,1757,1788.25,1849,3900.0366810784,0.999585186562853
"y_rep[98]",251102.651,9.59738596289495,564.026196276841,249971.925,250726.75,251108,251484.25,252176.025,3453.76377176655,0.999903389729751
"y_rep[99]",4771.1965,1.09813623247383,68.5321059806098,4635,4726,4773,4818,4903,3894.71527090945,1.00031607005023
"y_rep[100]",628.866,0.416107729256967,25.423623545013,579,612,629,646,679,3733.04592247098,0.999612601793842
"y_rep[101]",140.484,0.176912797867386,11.6731876463739,118,132,141,148,164,4353.71936863989,0.999406436525923
"y_rep[102]",103488.6415,5.7208637911316,361.721421226879,102750.975,103248,103491,103733,104175.075,3997.83845998357,0.999503853286884
"y_rep[103]",1688.62325,0.658786471102189,40.3328215422736,1608,1661,1689,1717,1767,3748.24409788415,0.999607911127178
